40,20
40,20
40,20
40,20
40,20
40,20
41,19
41,19
41,19
41,19
41,19
41,19
41,19
41,19
41,19
41,19
41,19
41,19
41,19
41,19
41,19
41,19
42,18
43,17
45,15
45,15
45,15
45,15
45,15
45,15
45,15
45,15
45,15
46,14
46,14
46,14
46,14
46,14
46,14
46,14
46,14
47,13
47,13
47,13
47,13
48,12
48,12
48,12
48,12
48,12
48,12
48,12
49,11
49,11
49,11
49,11
50,10
52,8
52,8
53,7
54,6
54,6
54,6
54,6
54,6
54,6
54,6
54,6
55,5
55,5
56,4
56,4
56,4
56,4
56,4
56,4
56,4
56,4
56,4
56,4
56,4
56,4
56,4
56,4
56,4
56,4
56,4
56,4
56,4
57,4
57,5
57,5
57,5
57,5
57,5
57,5
57,5
57,6
58,5
58,5
58,5
58,5
58,5
58,5
58,5
58,5
59,4
59,4
61,2
61,2
61,2
61,2
61,2
61,2
61,2
61,2
61,2
61,2
61,2
61,2
61,2
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
61,1
61,1
61,1
61,1
61,1
61,1
61,1
60,1
60,1
59,1
58,1
57,1
55,1
55,1
54,1
54,1
52,1
51,1
49,1
48,1
46,1
46,1
45,1
43,1
40,1
39,1
37,2
37,2
37,2
37,2
37,2
36,2
36,2
36,2
36,2
35,2
35,2
35,2
35,2
34,2
34,2
34,2
33,2
33,2
32,2
33,1
32,1
32,1
32,1
32,1
32,1
32,1
31,1
31,1
30,1
30,1
29,1
29,1
29,1
29,1
29,1
28,1
27,1
28,0
28,0
27,0
27,0
27,0
26,0
25,0
25,0
24,0
24,0
24,0
23,0
23,0
23,0
22,0
22,0
22,0
22,0
22,0
22,0
21,0
20,0
18,0
17,0
16,0
15,0
15,0
15,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
11,0
11,0
10,0
10,0
10,0
10,0
10,0
10,0
9,0
9,0
9,0
9,0
8,0
8,0
8,0
8,0
8,0
8,0
8,0
8,0
8,0
7,0
6,0
6,0
6,0
6,0
5,0
5,0
5,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
3,0
3,0
3,0
3,0
3,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
1,0
1,0
1,0
1,0
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
